N	f		V		T		ttf
3	1269487110	0.820748689	112.5442076	881211099.3
3	873186570	0.820748689	112.5442076	1793853191
3	704117360	0.820748689	112.5442076	1208016733
3	757412590	0.820748689	112.5442076	7269858120
3	527897880	0.820748689	112.5442076	1174373713
3	639490630	0.820748689	112.5442076	4552341904
3	1115279900	0.820748689	112.5442076	1237579435
3	704146520	0.820748689	112.5442076	704401615.8
3	587069470	0.820748689	112.5442076	594447950.6
3	536392790	0.820748689	112.5442076	4767140926
3	843612080	0.820748689	112.5442076	1771182079
3	827454700	0.820748689	112.5442076	2187206125
3	880557610	0.820748689	112.5442076	1294809520
3	609129050	0.820748689	112.5442076	1418820842
3	586887780	0.820748689	112.5442076	3924178462
3	620866630	0.820748689	112.5442076	991884924.3
3	767783540	0.820748689	112.5442076	1439602340
3	840998030	0.820748689	112.5442076	631370868.6
3	493150390	0.820748689	112.5442076	1759105572
3	718212780	0.820748689	112.5442076	1465360099
3	859878900	0.820748689	112.5442076	1582256954
3	722599120	0.820748689	112.5442076	2912806440
3	772005650	0.820748689	112.5442076	376651312
3	559405900	0.820748689	112.5442076	3640110215
3	662521490	0.820748689	112.5442076	1360265894
3	549021210	0.820748689	112.5442076	1485626327
3	706102810	0.820748689	112.5442076	4017273443
3	694774990	0.820748689	112.5442076	4397336322
3	662293490	0.820748689	112.5442076	1607269431
3	732368650	0.820748689	112.5442076	1056238799
3	854023170	0.820748689	112.5442076	2882489142
3	852105090	0.820748689	112.5442076	863244430.7
3	766031370	0.820748689	112.5442076	1280137939
3	785913010	0.820748689	112.5442076	904053191.2
3	742183960	0.820748689	112.5442076	1139792829
3	1281492500	0.820748689	112.5442076	7712518532
3	615151380	0.820748689	112.5442076	3044908969
3	797987910	0.820748689	112.5442076	1086515607
3	766940680	0.820748689	112.5442076	831802385
3	694564910	0.820748689	112.5442076	741878698.7
3	928632920	0.820748689	112.5442076	2530021087
3	1289821430	0.820748689	112.5442076	3479002582
3	923760040	0.820748689	112.5442076	1433626543
3	887982000	0.820748689	112.5442076	5948606197
3	559182610	0.820748689	112.5442076	1957098530
