N	f	V	T	ttf
	1005912301.0	-24.74	3	
	866660721.5	-24.74	3	
	1108453804.0	-24.74	3	
	923044949.2	-24.74	3	
	827846677.1	-24.74	3	
	793654633.2	-24.74	3	
	1262965956.0	-24.74	3	
	1221421457.0	-24.74	3	
	1010097569.0	-24.74	3	
	1306722481.0	-24.74	3	
	1002081701.0	-24.74	3	
	1193153488.0	-24.74	3	
	1304628478.0	-24.74	3	
	1951292852.0	-24.74	3	
	822844083.9	-24.74	3	
	1301054496.0	-24.74	3	
	1141681280.0	-24.74	3	
	1141773725.0	-24.74	3	
	127506433.5	-24.74	33	
	132808771.9	-24.74	33	
	133537394.4	-24.74	33	
	131991952.0	-24.74	33	
	131427692.6	-24.74	33	
	135128257.2	-24.74	33	
	123914826.8	-24.74	33	
	126760718.1	-24.74	33	
	131492534.9	-24.74	33	
	126925845.1	-24.74	33	
	129042352.5	-24.74	33	
	135073039.8	-24.74	33	
	136112528.9	-24.74	33	
	119149152.9	-24.74	33	
	132952129.2	-24.74	33	
	128238042.2	-24.74	33	
	135551012.9	-24.74	33	
	128507461.8	-24.74	33	
	141433236.0	-24.74	33	
	123106807.9	-24.74	33	
	130533009.5	-24.74	33	
	130543037.9	-24.74	33	
	13612237.6	-24.74	333	
	13509584.16	-24.74	333	
	13556231.09	-24.74	333	
	13538699.39	-24.74	333	
	13401185.24	-24.74	333	
	13336378.23	-24.74	333	
	13546388.88	-24.74	333	
	13260131.12	-24.74	333	
	13140410.29	-24.74	333	
	13552880.98	-24.74	333	
	13271341.39	-24.74	333	
	13437617.34	-24.74	333	
	13322907.45	-24.74	333	
	13253795.0	-24.74	333	
	13460565.44	-24.74	333	
	13290173.71	-24.74	333	
	13319940.02	-24.74	333	
	13303196.95	-24.74	333	
	13194287.28	-24.74	333	
	13570437.38	-24.74	333	
	13393919.45	-24.74	333	
	1383322315.0	-35.51577562	3	
	1274760987.0	-35.51577562	3	
	1380001914.0	-35.51577562	3	
	1386179031.0	-35.51577562	3	
	866359002.3	-35.51577562	3	
	1022143492.0	-35.51577562	3	
	1684290475.0	-35.51577562	3	
	1022997330.0	-35.51577562	3	
	1022551374.0	-35.51577562	3	
	867565125.2	-35.51577562	3	
	1223793693.0	-35.51577562	3	
	1278218318.0	-35.51577562	3	
	1306539779.0	-35.51577562	3	
	1072390567.0	-35.51577562	3	
	1216607561.0	-35.51577562	3	
	812254774.1	-35.51577562	3	
	1863308561.0	-35.51577562	3	
	843203793.9	-35.51577562	3	
	1109730983.0	-35.51577562	3	
	1025480708.0	-35.51577562	3	
	1195227469.0	-35.51577562	3	
	987990277.3	-35.51577562	3	
	1376016869.0	-35.51577562	3	
	947755636.3	-35.51577562	3	
	1028856008.0	-35.51577562	3	
	885565839.7	-35.51577562	3	
	1123829071.0	-35.51577562	3	
	934092196.9	-35.51577562	3	
	842741965.2	-35.51577562	3	
	810939567.2	-35.51577562	3	
	1279369332.0	-35.51577562	3	
	1228933434.0	-35.51577562	3	
	1024104828.0	-35.51577562	3	
	1321492071.0	-35.51577562	3	
	1021324085.0	-35.51577562	3	
	1215619397.0	-35.51577562	3	
	1319280715.0	-35.51577562	3	
	1964032174.0	-35.51577562	3	
	837158084.4	-35.51577562	3	
	1315013955.0	-35.51577562	3	
	1158026069.0	-35.51577562	3	
	1158026069.0	-35.51577562	3	
	129710256.3	-35.51577562	33	
	134650766.2	-35.51577562	33	
	135563833.2	-35.51577562	33	
	134146025.7	-35.51577562	33	
	133514715.3	-35.51577562	33	
	137165506.7	-35.51577562	33	
	126038083.2	-35.51577562	33	
	128684270.6	-35.51577562	33	
	133575773.9	-35.51577562	33	
	128884957.0	-35.51577562	33	
	130970632.0	-35.51577562	33	
	137232103.8	-35.51577562	33	
	138215316.5	-35.51577562	33	
	120989003.2	-35.51577562	33	
	135105344.8	-35.51577562	33	
	130627679.7	-35.51577562	33	
	137976529.9	-35.51577562	33	
	130438135.6	-35.51577562	33	
	143681822.9	-35.51577562	33	
	124823861.9	-35.51577562	33	
	132599730.9	-35.51577562	33	
	132599730.9	-35.51577562	33	
	13841035.22	-35.51577562	333	
	13721392.82	-35.51577562	333	
	13773774.09	-35.51577562	333	
	13753522.57	-35.51577562	333	
	13628585.18	-35.51577562	333	
	13560899.22	-35.51577562	333	
	13766664.98	-35.51577562	333	
	13476499.91	-35.51577562	333	
	13348385.15	-35.51577562	333	
	13775729.59	-35.51577562	333	
	13481037.09	-35.51577562	333	
	13655591.21	-35.51577562	333	
	13542639.83	-35.51577562	333	
	13467879.9	-35.51577562	333	
	13678217.65	-35.51577562	333	
	13501764.3	-35.51577562	333	
	13547017.71	-35.51577562	333	
	13500206.94	-35.51577562	333	
	13407129.27	-35.51577562	333	
	13771259.11	-35.51577562	333	
	13609961.59	-35.51577562	333	
	1289659645.0	106.8677898	3	
	885624273.9	106.8677898	3	
	714329597.7	106.8677898	3	
	768185891.8	106.8677898	3	
	535890461.8	106.8677898	3	
	650830473.7	106.8677898	3	
	1131312187.0	106.8677898	3	
	715126861.5	106.8677898	3	
	597220165.7	106.8677898	3	
	544538090.2	106.8677898	3	
	856168912.2	106.8677898	3	
	839684356.7	106.8677898	3	
	893410561.6	106.8677898	3	
	618697130.3	106.8677898	3	
	595569877.5	106.8677898	3	
	630300093.1	106.8677898	3	
	779513130.4	106.8677898	3	
	853789083.3	106.8677898	3	
	500721071.9	106.8677898	3	
	729166462.8	106.8677898	3	
	872980654.1	106.8677898	3	
	732918221.4	106.8677898	3	
	783257492.1	106.8677898	3	
	567252137.3	106.8677898	3	
	672036649.6	106.8677898	3	
	558697062.0	106.8677898	3	
	716125814.4	106.8677898	3	
	705011259.6	106.8677898	3	
	673761885.0	106.8677898	3	
	743310025.9	106.8677898	3	
	866447674.0	106.8677898	3	
	864941066.3	106.8677898	3	
	777079974.5	106.8677898	3	
	797257376.8	106.8677898	3	
	753553105.8	106.8677898	3	
	1301147561.0	106.8677898	3	
	623985591.6	106.8677898	3	
	810300726.1	106.8677898	3	
	779093339.0	106.8677898	3	
	705041304.1	106.8677898	3	
	942637936.2	106.8677898	3	
	1307785969.0	106.8677898	3	
	936906735.5	106.8677898	3	
	900665814.5	106.8677898	3	
	567111987.1	106.8677898	3	
	554106457.9	106.8677898	3	
	765442343.6	106.8677898	3	
	942294795.2	106.8677898	3	
	566259257.0	106.8677898	3	
	650387762.3	106.8677898	3	
	793900019.7	106.8677898	3	
	940566027.9	106.8677898	3	
	685765864.2	106.8677898	3	
	864044482.2	106.8677898	3	
	538869218.3	106.8677898	3	
	638720458.7	106.8677898	3	
	756252418.5	106.8677898	3	
	789342010.7	106.8677898	3	
	938796575.3	106.8677898	3	
	721096596.8	106.8677898	3	
	749183933.8	106.8677898	3	
	718604293.1	106.8677898	3	
	864358821.8	106.8677898	3	
	631530118.1	106.8677898	3	
	589951536.0	106.8677898	3	
	809365729.9	106.8677898	3	
	628906425.8	106.8677898	3	
	639031293.2	106.8677898	3	
	731955901.6	106.8677898	3	
	452826305.9	106.8677898	3	
	532871990.7	106.8677898	3	
	751504757.9	106.8677898	3	
	687548910.3	106.8677898	3	
	881296779.8	106.8677898	3	
	835053269.1	106.8677898	3	
	1182790775.0	106.8677898	3	
	1214348123.0	106.8677898	3	
	552875448.5	106.8677898	3	
	782093974.9	106.8677898	3	
	804417816.6	106.8677898	3	
	872928591.7	106.8677898	3	
	784843964.1	106.8677898	3	
	904732853.1	106.8677898	3	
	667390068.0	106.8677898	3	
	617725700.8	106.8677898	3	
	851908552.1	106.8677898	3	
	659372256.4	106.8677898	3	
	745542306.1	106.8677898	3	
	737173947.4	106.8677898	3	
	759976730.1	106.8677898	3	
	956575713.9	106.8677898	3	
	566838904.1	106.8677898	3	
	775592431.9	106.8677898	3	
	943947600.0	106.8677898	3	
	1313036136.0	106.8677898	3	
	938365128.0	106.8677898	3	
	784866052.7	106.8677898	3	
	681757573.5	106.8677898	3	
	746771132.2	106.8677898	3	
	663324701.9	106.8677898	3	
	822772146.1	106.8677898	3	
	504735735.5	106.8677898	3	
	719290746.1	106.8677898	3	
	930276412.7	106.8677898	3	
	652739967.0	106.8677898	3	
	535978100.9	106.8677898	3	
	686193852.6	106.8677898	3	
	550049407.6	106.8677898	3	
	682791019.3	106.8677898	3	
	707192541.4	106.8677898	3	
	1302420861.0	106.8677898	3	
	770159848.2	106.8677898	3	
	947148510.4	106.8677898	3	
	685561591.7	106.8677898	3	
	1122175902.0	106.8677898	3	
	707074857.6	106.8677898	3	
	702374549.1	106.8677898	3	
	680245208.0	106.8677898	3	
	824709117.4	106.8677898	3	
	887028208.1	106.8677898	3	
	916925135.8	106.8677898	3	
	910750380.5	106.8677898	3	
	750815040.3	106.8677898	3	
	810008646.8	106.8677898	3	
	758313011.9	106.8677898	3	
	814011873.2	106.8677898	3	
	744235106.0	106.8677898	3	
	614762201.6	106.8677898	3	
	653743597.7	106.8677898	3	
	594959410.9	106.8677898	3	
	855977324.6	106.8677898	3	
	787463632.5	106.8677898	3	
	907071840.0	106.8677898	3	
	620036757.3	106.8677898	3	
	1275696335.0	106.8677898	3	
	673122519.7	106.8677898	3	
	804573550.6	106.8677898	3	
	1204674816.0	106.8677898	3	
	601800892.4	106.8677898	3	
	808967427.9	106.8677898	3	
	937896819.1	106.8677898	3	
	939006596.4	106.8677898	3	
	1327308716.0	106.8677898	3	
	675704835.8	106.8677898	3	
	574175773.2	106.8677898	3	
	839524067.4	106.8677898	3	
	700494670.3	106.8677898	3	
	735553361.6	106.8677898	3	
	638903206.7	106.8677898	3	
	1307867794.0	106.8677898	3	
	934991257.7	106.8677898	3	
	1241759657.0	106.8677898	3	
	974964852.3	106.8677898	3	
	856440777.0	106.8677898	3	
	567430154.9	106.8677898	3	
	637167930.9	106.8677898	3	
	858504547.0	106.8677898	3	
	844165569.6	106.8677898	3	
	625769561.2	106.8677898	3	
	697158226.5	106.8677898	3	
	618038523.9	106.8677898	5	
	571806546.6	106.8677898	5	
	569091812.1	106.8677898	5	
	628686913.1	106.8677898	5	
	516299650.0	106.8677898	5	
	532625217.1	106.8677898	5	
	517607402.8	106.8677898	5	
	425337579.5	106.8677898	5	
	519161447.5	106.8677898	5	
	510696643.5	106.8677898	5	
	540388739.9	106.8677898	5	
	552006861.2	106.8677898	5	
	551469754.8	106.8677898	5	
	547695296.9	106.8677898	5	
	473261873.8	106.8677898	5	
	572018174.6	106.8677898	5	
	547760499.7	106.8677898	5	
	575151043.4	106.8677898	5	
	505500317.9	106.8677898	5	
	509912342.2	106.8677898	5	
	488410302.3	106.8677898	5	
	577075481.1	106.8677898	5	
	538081225.4	106.8677898	5	
	524777947.7	106.8677898	5	
	687710737.1	106.8677898	5	
	444521402.5	106.8677898	5	
	417943967.8	106.8677898	5	
	439626162.0	106.8677898	5	
	541160630.5	106.8677898	5	
	392435278.8	106.8677898	5	
	576228738.7	106.8677898	5	
	549508451.2	106.8677898	5	
	495235729.3	106.8677898	5	
	550630342.6	106.8677898	5	
	598241201.4	106.8677898	5	
	618864693.0	106.8677898	5	
	551205314.9	106.8677898	5	
	479578402.5	106.8677898	5	
	502964909.2	106.8677898	5	
	470751329.3	106.8677898	5	
	514762307.2	106.8677898	5	
	506800200.1	106.8677898	5	
	510229274.2	106.8677898	5	
	491368616.8	106.8677898	5	
	530914930.2	106.8677898	5	
	409578753.9	106.8677898	5	
	553422658.9	106.8677898	5	
	481156725.1	106.8677898	5	
	441028955.5	106.8677898	5	
	584049393.9	106.8677898	5	
	568497315.2	106.8677898	5	
	525417596.3	106.8677898	5	
	556856574.4	106.8677898	5	
	569315916.2	106.8677898	5	
	573767525.8	106.8677898	5	
	751559711.5	106.8677898	5	
	517040582.6	106.8677898	5	
	443340311.5	106.8677898	5	
	498433620.8	106.8677898	5	
	704446631.7	106.8677898	5	
	556323318.8	106.8677898	5	
	488077550.0	106.8677898	5	
	633662745.1	106.8677898	5	
	506593065.9	106.8677898	5	
	517171275.0	106.8677898	5	
	696081670.3	106.8677898	5	
	430639692.9	106.8677898	5	
	452567032.9	106.8677898	5	
	504785162.3	106.8677898	5	
	394716801.8	106.8677898	5	
	777198648.8	106.8677898	5	
	430082872.7	106.8677898	5	
	578573760.3	106.8677898	5	
	447665699.3	106.8677898	5	
	553100876.3	106.8677898	5	
	402460408.1	106.8677898	5	
	530526106.7	106.8677898	5	
	439814398.8	106.8677898	5	
	419304740.6	106.8677898	5	
	536551137.5	106.8677898	5	
	283362307.2	106.8677898	11	
	289407338.4	106.8677898	11	
	216680480.5	106.8677898	11	
	287701106.9	106.8677898	11	
	292957063.1	106.8677898	11	
	220808315.1	106.8677898	11	
	263936391.3	106.8677898	11	
	272402626.2	106.8677898	11	
	244862573.0	106.8677898	11	
	238800660.1	106.8677898	11	
	254659268.4	106.8677898	11	
	264424154.3	106.8677898	11	
	231854577.8	106.8677898	11	
	252830338.7	106.8677898	11	
	218918686.7	106.8677898	11	
	232306798.9	106.8677898	11	
	293395028.1	106.8677898	11	
	244598122.2	106.8677898	11	
	286510934.7	106.8677898	11	
	215943427.4	106.8677898	11	
	299749700.2	106.8677898	11	
	246310913.0	106.8677898	11	
	285104982.0	106.8677898	11	
	296155567.4	106.8677898	11	
	257642623.9	106.8677898	11	
	287570293.6	106.8677898	11	
	278194942.7	106.8677898	11	
	279336075.7	106.8677898	11	
	285743814.4	106.8677898	11	
	231522993.8	106.8677898	11	
	260178171.6	106.8677898	11	
	275895626.5	106.8677898	11	
	269969465.7	106.8677898	11	
	280398206.8	106.8677898	11	
	271875092.2	106.8677898	11	
	259220607.6	106.8677898	11	
	213935398.1	106.8677898	11	
	322305865.7	106.8677898	11	
	297611910.4	106.8677898	11	
	285058920.0	106.8677898	11	
	33920149.51	106.8677898	101	
	29137133.43	106.8677898	101	
	29835112.66	106.8677898	101	
	30309640.01	106.8677898	101	
	30072984.29	106.8677898	101	
	29759378.92	106.8677898	101	
	31260765.04	106.8677898	101	
	29074082.0	106.8677898	101	
	29677437.47	106.8677898	101	
	29822884.28	106.8677898	101	
	29102601.84	106.8677898	101	
	29022967.17	106.8677898	101	
	29882986.83	106.8677898	101	
	28282192.85	106.8677898	101	
	28767804.72	106.8677898	101	
	29648007.73	106.8677898	101	
	29319755.95	106.8677898	101	
	30053846.99	106.8677898	101	
	29463749.78	106.8677898	101	
	31625784.26	106.8677898	101	
	1462746485.0	126.0918	3	
	1004769133.0	126.0918	3	
	799592089.1	126.0918	3	
	870010143.1	126.0918	3	
	598446978.3	126.0918	3	
	727037686.8	126.0918	3	
	1282447373.0	126.0918	3	
	797355631.7	126.0918	3	
	679126803.0	126.0918	3	
	607594347.1	126.0918	3	
	967022858.7	126.0918	3	
	946334068.4	126.0918	3	
	1026827092.0	126.0918	3	
	691898372.4	126.0918	3	
	676241088.3	126.0918	3	
	704628649.7	126.0918	3	
	872724862.9	126.0918	3	
	960775426.1	126.0918	3	
	562864093.3	126.0918	3	
	823568442.1	126.0918	3	
	990946667.9	126.0918	3	
	839048498.6	126.0918	3	
	886434878.4	126.0918	3	
	641825212.2	126.0918	3	
	755072938.8	126.0918	3	
	621745151.7	126.0918	3	
	801588226.5	126.0918	3	
	796647830.6	126.0918	3	
	768902208.9	126.0918	3	
	828253296.1	126.0918	3	
	988809896.1	126.0918	3	
	982274992.2	126.0918	3	
	883704094.6	126.0918	3	
	917118674.8	126.0918	3	
	857506484.5	126.0918	3	
	1503171112.0	126.0918	3	
	702263112.4	126.0918	3	
	923065860.7	126.0918	3	
	879589209.3	126.0918	3	
	797013132.3	126.0918	3	
	1076313331.0	126.0918	3	
	1518434715.0	126.0918	3	
	1072687972.0	126.0918	3	
	1026352999.0	126.0918	3	
	650239825.8	126.0918	3	
	620755990.0	126.0918	3	
	854871102.3	126.0918	3	
	1068347171.0	126.0918	3	
	645860952.2	126.0918	3	
	733936816.4	126.0918	3	
	906242868.2	126.0918	3	
	1068486731.0	126.0918	3	
	766411604.0	126.0918	3	
	980989057.6	126.0918	3	
	609961184.2	126.0918	3	
	730224116.7	126.0918	3	
	864687853.3	126.0918	3	
	906665708.9	126.0918	3	
	1069093841.0	126.0918	3	
	808313058.5	126.0918	3	
	838790193.9	126.0918	3	
	804624868.4	126.0918	3	
	981918564.3	126.0918	3	
	713697445.5	126.0918	3	
	664268440.5	126.0918	3	
	918727865.6	126.0918	3	
	699659693.7	126.0918	3	
	711075778.2	126.0918	3	
	812814790.1	126.0918	3	
	502288044.4	126.0918	3	
	591455088.1	126.0918	3	
	849207127.9	126.0918	3	
	764221778.4	126.0918	3	
	991628992.0	126.0918	3	
	936600354.8	126.0918	3	
	1326627484.0	126.0918	3	
	1387075562.0	126.0918	3	
	618502843.8	126.0918	3	
	876116875.2	126.0918	3	
	902903626.0	126.0918	3	
	988893031.2	126.0918	3	
	875440897.5	126.0918	3	
	1027556082.0	126.0918	3	
	748038420.5	126.0918	3	
	696014099.4	126.0918	3	
	961628482.0	126.0918	3	
	746720744.9	126.0918	3	
	832954270.1	126.0918	3	
	831706913.3	126.0918	3	
	850934025.7	126.0918	3	
	1091323707.0	126.0918	3	
	648251438.7	126.0918	3	
	877299073.7	126.0918	3	
	1069461640.0	126.0918	3	
	1504940387.0	126.0918	3	
	1066597931.0	126.0918	3	
	907924581.7	126.0918	3	
	765228017.5	126.0918	3	
	831767417.3	126.0918	3	
	745550595.8	126.0918	3	
	921758014.4	126.0918	3	
	564911224.4	126.0918	3	
	806813302.5	126.0918	3	
	1040559159.0	126.0918	3	
	737586486.0	126.0918	3	
	591099989.5	126.0918	3	
	752129849.7	126.0918	3	
	612070462.5	126.0918	3	
	761308666.3	126.0918	3	
	788204538.1	126.0918	3	
	1474752785.0	126.0918	3	
	871686982.5	126.0918	3	
	1050400090.0	126.0918	3	
	764185543.2	126.0918	3	
	1261120715.0	126.0918	3	
	802416381.3	126.0918	3	
	774397342.8	126.0918	3	
	759376767.2	126.0918	3	
	932171459.8	126.0918	3	
	995092738.3	126.0918	3	
	1043836021.0	126.0918	3	
	1029474688.0	126.0918	3	
	851982211.9	126.0918	3	
	915317132.6	126.0918	3	
	848884357.6	126.0918	3	
	923178069.1	126.0918	3	
	837827714.5	126.0918	3	
	692463895.2	126.0918	3	
	742302075.6	126.0918	3	
	666377762.1	126.0918	3	
	971350690.0	126.0918	3	
	888076886.7	126.0918	3	
	1029646372.0	126.0918	3	
	702143758.4	126.0918	3	
	1469715499.0	126.0918	3	
	759301386.6	126.0918	3	
	916902164.9	126.0918	3	
	1384169319.0	126.0918	3	
	679928704.4	126.0918	3	
	926943898.1	126.0918	3	
	1062912503.0	126.0918	3	
	1060757544.0	126.0918	3	
	1511492138.0	126.0918	3	
	759686668.7	126.0918	3	
	647451550.9	126.0918	3	
	939464364.8	126.0918	3	
	786454331.2	126.0918	3	
	822646276.0	126.0918	3	
	709144694.2	126.0918	3	
	1500359689.0	126.0918	3	
	1061459692.0	126.0918	3	
	1399272999.0	126.0918	3	
	1112497259.0	126.0918	3	
	969932810.5	126.0918	3	
	645418620.2	126.0918	3	
	718223871.3	126.0918	3	
	972837177.6	126.0918	3	
	968346019.4	126.0918	3	
	707530332.7	126.0918	3	
	787766451.2	126.0918	3	
	687943245.7	126.0918	5	
	647807061.7	126.0918	5	
	643529411.1	126.0918	5	
	716448500.8	126.0918	5	
	585181730.8	126.0918	5	
	592627728.6	126.0918	5	
	585457883.3	126.0918	5	
	472292481.3	126.0918	5	
	579584879.4	126.0918	5	
	570457693.3	126.0918	5	
	609370600.9	126.0918	5	
	618337370.7	126.0918	5	
	619640126.9	126.0918	5	
	616034294.8	126.0918	5	
	526193339.8	126.0918	5	
	646532868.1	126.0918	5	
	613020859.0	126.0918	5	
	636424258.0	126.0918	5	
	570163084.9	126.0918	5	
	574469515.4	126.0918	5	
	543826328.3	126.0918	5	
	647711606.3	126.0918	5	
	600870842.9	126.0918	5	
	591292979.1	126.0918	5	
	786232598.7	126.0918	5	
	494773788.7	126.0918	5	
	464515043.8	126.0918	5	
	490030705.3	126.0918	5	
	610252834.1	126.0918	5	
	439570860.8	126.0918	5	
	658115749.1	126.0918	5	
	618001094.0	126.0918	5	
	549413391.8	126.0918	5	
	619016431.4	126.0918	5	
	675079116.8	126.0918	5	
	684709795.5	126.0918	5	
	624970668.2	126.0918	5	
	531295707.1	126.0918	5	
	562805413.9	126.0918	5	
	533164057.3	126.0918	5	
	583798766.9	126.0918	5	
	571248995.8	126.0918	5	
	576172657.9	126.0918	5	
	551282459.6	126.0918	5	
	589116763.4	126.0918	5	
	458103826.1	126.0918	5	
	617230333.8	126.0918	5	
	534027912.5	126.0918	5	
	492507202.1	126.0918	5	
	662183423.3	126.0918	5	
	644524838.6	126.0918	5	
	585742582.1	126.0918	5	
	621897968.4	126.0918	5	
	645234552.6	126.0918	5	
	648653733.3	126.0918	5	
	856813683.7	126.0918	5	
	580710085.6	126.0918	5	
	496365894.4	126.0918	5	
	560191416.4	126.0918	5	
	809217615.6	126.0918	5	
	615328242.3	126.0918	5	
	543947104.2	126.0918	5	
	697623562.8	126.0918	5	
	565624917.9	126.0918	5	
	579890824.0	126.0918	5	
	791741912.3	126.0918	5	
	479363987.5	126.0918	5	
	501294567.5	126.0918	5	
	555830179.9	126.0918	5	
	440267390.6	126.0918	5	
	851110071.1	126.0918	5	
	480789512.9	126.0918	5	
	646161899.2	126.0918	5	
	499541384.9	126.0918	5	
	605834707.5	126.0918	5	
	446382484.6	126.0918	5	
	603432991.2	126.0918	5	
	487945841.3	126.0918	5	
	467200752.3	126.0918	5	
	600843788.1	126.0918	5	
	321605342.3	126.0918	11	
	329346310.9	126.0918	11	
	244622425.8	126.0918	11	
	321850406.3	126.0918	11	
	328821759.4	126.0918	11	
	250653372.8	126.0918	11	
	300096430.7	126.0918	11	
	310036225.0	126.0918	11	
	277510636.1	126.0918	11	
	272198942.8	126.0918	11	
	290345480.6	126.0918	11	
	299155745.7	126.0918	11	
	260942835.0	126.0918	11	
	288256660.3	126.0918	11	
	244202643.1	126.0918	11	
	259965811.3	126.0918	11	
	329373208.8	126.0918	11	
	276473508.2	126.0918	11	
	327163416.3	126.0918	11	
	244431587.3	126.0918	11	
	335775110.9	126.0918	11	
	277135648.1	126.0918	11	
	319532996.5	126.0918	11	
	332543259.1	126.0918	11	
	288116755.0	126.0918	11	
	321185989.0	126.0918	11	
	312474191.8	126.0918	11	
	312556373.0	126.0918	11	
	317793522.4	126.0918	11	
	259882714.4	126.0918	11	
	291164727.3	126.0918	11	
	310583891.8	126.0918	11	
	304243304.0	126.0918	11	
	311975854.8	126.0918	11	
	306386921.3	126.0918	11	
	288315346.6	126.0918	11	
	240522824.9	126.0918	11	
	362261714.6	126.0918	11	
	335631108.2	126.0918	11	
	320700003.0	126.0918	11	
	38339699.02	126.0918	101	
	32900935.98	126.0918	101	
	33861767.99	126.0918	101	
	34228751.22	126.0918	101	
	34052868.06	126.0918	101	
	33469129.94	126.0918	101	
	35236655.03	126.0918	101	
	32883382.57	126.0918	101	
	33649891.45	126.0918	101	
	33699369.02	126.0918	101	
	32858000.15	126.0918	101	
	32729903.96	126.0918	101	
	33774217.05	126.0918	101	
	31951662.04	126.0918	101	
	32513028.5	126.0918	101	
	33411887.69	126.0918	101	
	33098410.81	126.0918	101	
	33816049.27	126.0918	101	
	33127572.18	126.0918	101	
	35681685.86	126.0918	101	
