N	f	V	T	ttf
	293115250.0	112.5442076	11	
	33405640.0	112.5442076	101	
	28647310.0	112.5442076	101	
	29402780.0	112.5442076	101	
	29828330.0	112.5442076	101	
	29591900.0	112.5442076	101	
	29331350.0	112.5442076	101	
	30800970.0	112.5442076	101	
	28648400.0	112.5442076	101	
	29238380.0	112.5442076	101	
	29383630.0	112.5442076	101	
	28663090.0	112.5442076	101	
	28590850.0	112.5442076	101	
	29435380.0	112.5442076	101	
	27855220.0	112.5442076	101	
	28337670.0	112.5442076	101	
	29202170.0	112.5442076	101	
	28872800.0	112.5442076	101	
	29596570.0	112.5442076	101	
	29016590.0	112.5442076	101	
	1803768680.0	-5.0	3	
	1219968200.0	-5.0	3	
	982356040.0	-5.0	3	
	1061440610.0	-5.0	3	
	728228910.0	-5.0	3	
	880367850.0	-5.0	3	
	1561833870.0	-5.0	3	
	966241500.0	-5.0	3	
	823468020.0	-5.0	3	
	739385400.0	-5.0	3	
	1182929030.0	-5.0	3	
	1150474960.0	-5.0	3	
	1236954010.0	-5.0	3	
	845752970.0	-5.0	3	
	819152430.0	-5.0	3	
	862630780.0	-5.0	3	
	1066536230.0	-5.0	3	
	1171733230.0	-5.0	3	
	682501900.0	-5.0	3	
	1004828660.0	-5.0	3	
	1197691790.0	-5.0	3	
	1016353140.0	-5.0	3	
	1079298840.0	-5.0	3	
	775360220.0	-5.0	3	
	911439280.0	-5.0	3	
	751973350.0	-5.0	3	
	968671170.0	-5.0	3	
	962316900.0	-5.0	3	
	919509790.0	-5.0	3	
	1003422280.0	-5.0	3	
	1188480890.0	-5.0	3	
	1191774900.0	-5.0	3	
	1065870250.0	-5.0	3	
	1110572510.0	-5.0	3	
	1045980830.0	-5.0	3	
	1818460540.0	-5.0	3	
	848212750.0	-5.0	3	
	1124193640.0	-5.0	3	
	1075403300.0	-5.0	3	
	963752760.0	-5.0	3	
	1298488240.0	-5.0	3	
	1837592750.0	-5.0	3	
	1290515810.0	-5.0	3	
	1242238040.0	-5.0	3	
	783170010.0	-5.0	3	
	754424350.0	-5.0	3	
	1031060740.0	-5.0	3	
	1299143730.0	-5.0	3	
	775595820.0	-5.0	3	
	884630210.0	-5.0	3	
	1099146220.0	-5.0	3	
	1295292180.0	-5.0	3	
	927593150.0	-5.0	3	
	1194360380.0	-5.0	3	
	737832330.0	-5.0	3	
	882477450.0	-5.0	3	
	1047292520.0	-5.0	3	
	1095100240.0	-5.0	3	
	1292707560.0	-5.0	3	
	978765820.0	-5.0	3	
	1032194960.0	-5.0	3	
	991615260.0	-5.0	3	
	1196718430.0	-5.0	3	
	865028390.0	-5.0	3	
	806193730.0	-5.0	3	
	1126283890.0	-5.0	3	
	858607320.0	-5.0	3	
	866279040.0	-5.0	3	
	1005103210.0	-5.0	3	
	614032470.0	-5.0	3	
	725563530.0	-5.0	3	
	1036596710.0	-5.0	3	
	928326100.0	-5.0	3	
	1209154410.0	-5.0	3	
	1152056920.0	-5.0	3	
	1627397710.0	-5.0	3	
	1698367300.0	-5.0	3	
	757041400.0	-5.0	3	
	1066233920.0	-5.0	3	
	1108630420.0	-5.0	3	
	1206308680.0	-5.0	3	
	1055213170.0	-5.0	3	
	1244937320.0	-5.0	3	
	905604530.0	-5.0	3	
	838625140.0	-5.0	3	
	1166807440.0	-5.0	3	
	907524440.0	-5.0	3	
	1004609620.0	-5.0	3	
	1004071960.0	-5.0	3	
	1027245380.0	-5.0	3	
	1317765900.0	-5.0	3	
	782683820.0	-5.0	3	
	1056156860.0	-5.0	3	
	1300223770.0	-5.0	3	
	1843389020.0	-5.0	3	
	1292909460.0	-5.0	3	
	1096616240.0	-5.0	3	
	938680530.0	-5.0	3	
	1005062490.0	-5.0	3	
	910420740.0	-5.0	3	
	1132756780.0	-5.0	3	
	695474580.0	-5.0	3	
	992447510.0	-5.0	3	
	1279070790.0	-5.0	3	
	899574420.0	-5.0	3	
	727052440.0	-5.0	3	
	925464830.0	-5.0	3	
	748620680.0	-5.0	3	
	937381460.0	-5.0	3	
	961739870.0	-5.0	3	
	1820616330.0	-5.0	3	
	1070311720.0	-5.0	3	
	1300891040.0	-5.0	3	
	932359510.0	-5.0	3	
	1548266460.0	-5.0	3	
	990523470.0	-5.0	3	
	961802800.0	-5.0	3	
	939370000.0	-5.0	3	
	1145857400.0	-5.0	3	
	1217299890.0	-5.0	3	
	1261600230.0	-5.0	3	
	1252815500.0	-5.0	3	
	1030981730.0	-5.0	3	
	1107938580.0	-5.0	3	
	1021680670.0	-5.0	3	
	1121402910.0	-5.0	3	
	1004255510.0	-5.0	3	
	835397810.0	-5.0	3	
	896987330.0	-5.0	3	
	808581580.0	-5.0	3	
	1173808850.0	-5.0	3	
	1082697830.0	-5.0	3	
	1247863550.0	-5.0	3	
	846750800.0	-5.0	3	
	1791501260.0	-5.0	3	
	918275050.0	-5.0	3	
	1114706660.0	-5.0	3	
	1682698390.0	-5.0	3	
	820940520.0	-5.0	3	
	1126032390.0	-5.0	3	
	1290784710.0	-5.0	3	
	1291368010.0	-5.0	3	
	1862430430.0	-5.0	3	
	922441380.0	-5.0	3	
	788297460.0	-5.0	3	
	1144481990.0	-5.0	3	
	955597270.0	-5.0	3	
	1011507730.0	-5.0	3	
	862444550.0	-5.0	3	
	1834676040.0	-5.0	3	
	1292715100.0	-5.0	3	
	1707184990.0	-5.0	3	
	1369475350.0	-5.0	3	
	1187277850.0	-5.0	3	
	783173800.0	-5.0	3	
	871694090.0	-5.0	3	
	1169910170.0	-5.0	3	
	1177765290.0	-5.0	3	
	859064040.0	-5.0	3	
	954459390.0	-5.0	3	
	839151480.0	-5.0	5	
	792656570.0	-5.0	5	
	787385660.0	-5.0	5	
	886843100.0	-5.0	5	
	714240470.0	-5.0	5	
	724935770.0	-5.0	5	
	715417550.0	-5.0	5	
	579307650.0	-5.0	5	
	713145680.0	-5.0	5	
	691599250.0	-5.0	5	
	743541160.0	-5.0	5	
	754868000.0	-5.0	5	
	756947210.0	-5.0	5	
	747824630.0	-5.0	5	
	647562610.0	-5.0	5	
	785030730.0	-5.0	5	
	747744750.0	-5.0	5	
	777923270.0	-5.0	5	
	697539970.0	-5.0	5	
	704879960.0	-5.0	5	
	663355390.0	-5.0	5	
	795962010.0	-5.0	5	
	740366900.0	-5.0	5	
	722037170.0	-5.0	5	
	966299460.0	-5.0	5	
	606634560.0	-5.0	5	
	573272130.0	-5.0	5	
	596064510.0	-5.0	5	
	744986150.0	-5.0	5	
	538970770.0	-5.0	5	
	800481530.0	-5.0	5	
	756584050.0	-5.0	5	
	670830970.0	-5.0	5	
	759404370.0	-5.0	5	
	825917190.0	-5.0	5	
	839554530.0	-5.0	5	
	764147960.0	-5.0	5	
	653217950.0	-5.0	5	
	688133970.0	-5.0	5	
	652165260.0	-5.0	5	
	711555300.0	-5.0	5	
	697825420.0	-5.0	5	
	703083510.0	-5.0	5	
	671002170.0	-5.0	5	
	719934440.0	-5.0	5	
	558159550.0	-5.0	5	
	750627370.0	-5.0	5	
	647991560.0	-5.0	5	
	598485710.0	-5.0	5	
	804003650.0	-5.0	5	
	785136580.0	-5.0	5	
	714828050.0	-5.0	5	
	759288330.0	-5.0	5	
	786550410.0	-5.0	5	
	786663390.0	-5.0	5	
	1051853170.0	-5.0	5	
	710809660.0	-5.0	5	
	607206430.0	-5.0	5	
	685224510.0	-5.0	5	
	988644820.0	-5.0	5	
	753966060.0	-5.0	5	
	666280360.0	-5.0	5	
	864704560.0	-5.0	5	
	690996260.0	-5.0	5	
	712025130.0	-5.0	5	
	981412810.0	-5.0	5	
	589718790.0	-5.0	5	
	613480140.0	-5.0	5	
	686242770.0	-5.0	5	
	544564170.0	-5.0	5	
	1048582710.0	-5.0	5	
	590773260.0	-5.0	5	
	794469140.0	-5.0	5	
	613701970.0	-5.0	5	
	748505590.0	-5.0	5	
	550669190.0	-5.0	5	
	728394700.0	-5.0	5	
	599556320.0	-5.0	5	
	573963190.0	-5.0	5	
	733640080.0	-5.0	5	
	387682290.0	-5.0	11	
	397059110.0	-5.0	11	
	295181830.0	-5.0	11	
	391805340.0	-5.0	11	
	398338250.0	-5.0	11	
	303274320.0	-5.0	11	
	363035380.0	-5.0	11	
	374728610.0	-5.0	11	
	336273030.0	-5.0	11	
	329443180.0	-5.0	11	
	353359400.0	-5.0	11	
	363873760.0	-5.0	11	
	317611670.0	-5.0	11	
	348990100.0	-5.0	11	
	298943670.0	-5.0	11	
	316742600.0	-5.0	11	
	397520330.0	-5.0	11	
	335921440.0	-5.0	11	
	394098500.0	-5.0	11	
	295886930.0	-5.0	11	
	409169520.0	-5.0	11	
	338634920.0	-5.0	11	
	391796450.0	-5.0	11	
	407334740.0	-5.0	11	
	352132840.0	-5.0	11	
	392527330.0	-5.0	11	
	382380140.0	-5.0	11	
	383522600.0	-5.0	11	
	388158040.0	-5.0	11	
	318202390.0	-5.0	11	
	356516460.0	-5.0	11	
	380684300.0	-5.0	11	
	372405110.0	-5.0	11	
	381766800.0	-5.0	11	
	373041190.0	-5.0	11	
	354004990.0	-5.0	11	
	293553520.0	-5.0	11	
	440274240.0	-5.0	11	
	408911980.0	-5.0	11	
	391456130.0	-5.0	11	
	46478490.0	-5.0	101	
	39926150.0	-5.0	101	
	41019470.0	-5.0	101	
	41455400.0	-5.0	101	
	41216220.0	-5.0	101	
	40665980.0	-5.0	101	
	42713980.0	-5.0	101	
	39829000.0	-5.0	101	
	40743000.0	-5.0	101	
	40833340.0	-5.0	101	
	39889820.0	-5.0	101	
	39725930.0	-5.0	101	
	40981960.0	-5.0	101	
	38801080.0	-5.0	101	
	39411640.0	-5.0	101	
	40666880.0	-5.0	101	
	40192240.0	-5.0	101	
	41102640.0	-5.0	101	
	40230990.0	-5.0	101	
	43314660.0	-5.0	101	
	1460708966.0	125.72	3	
	1003384794.0	125.72	3	
	798589964.8	125.72	3	
	869079556.2	125.72	3	
	597752816.0	125.72	3	
	726289100.6	125.72	3	
	1280113491.0	125.72	3	
	796218091.6	125.72	3	
	677940872.2	125.72	3	
	606702048.2	125.72	3	
	965400907.3	125.72	3	
	944714034.9	125.72	3	
	1025232086.0	125.72	3	
	690929366.4	125.72	3	
	675104256.9	125.72	3	
	703974852.9	125.72	3	
	871584377.4	125.72	3	
	959669461.1	125.72	3	
	562162212.3	125.72	3	
	822083678.2	125.72	3	
	989718758.3	125.72	3	
	838229716.4	125.72	3	
	885844316.9	125.72	3	
	640910128.7	125.72	3	
	754015250.0	125.72	3	
	621254638.0	125.72	3	
	800890676.4	125.72	3	
	795596524.8	125.72	3	
	767870651.6	125.72	3	
	827473257.6	125.72	3	
	987314185.9	125.72	3	
	980236093.3	125.72	3	
	882378918.2	125.72	3	
	915297095.6	125.72	3	
	856153961.6	125.72	3	
	1501125552.0	125.72	3	
	701074621.0	125.72	3	
	921022344.3	125.72	3	
	877929472.9	125.72	3	
	795639742.7	125.72	3	
	1074575099.0	125.72	3	
	1515794649.0	125.72	3	
	1071362085.0	125.72	3	
	1025127180.0	125.72	3	
	649245958.0	125.72	3	
	620039181.0	125.72	3	
	853744441.0	125.72	3	
	1066881131.0	125.72	3	
	644928135.5	125.72	3	
	732699182.4	125.72	3	
	905147045.9	125.72	3	
	1067055325.0	125.72	3	
	765550262.3	125.72	3	
	979803836.2	125.72	3	
	608990552.1	125.72	3	
	729172662.1	125.72	3	
	863400610.6	125.72	3	
	905150040.8	125.72	3	
	1067651233.0	125.72	3	
	807230974.2	125.72	3	
	837821847.3	125.72	3	
	803562190.8	125.72	3	
	980772769.5	125.72	3	
	712708618.3	125.72	3	
	663550142.5	125.72	3	
	917462362.2	125.72	3	
	698756221.1	125.72	3	
	710013997.1	125.72	3	
	811519536.1	125.72	3	
	501794032.0	125.72	3	
	590588922.3	125.72	3	
	847623184.0	125.72	3	
	762954313.9	125.72	3	
	989477609.4	125.72	3	
	935335011.0	125.72	3	
	1324758423.0	125.72	3	
	1384386316.0	125.72	3	
	617448130.0	125.72	3	
	874588709.9	125.72	3	
	901791103.6	125.72	3	
	987507098.0	125.72	3	
	874446575.8	125.72	3	
	1026255255.0	125.72	3	
	747102629.6	125.72	3	
	695219656.3	125.72	3	
	960596049.2	125.72	3	
	745578397.9	125.72	3	
	832053926.2	125.72	3	
	830547009.6	125.72	3	
	849813682.9	125.72	3	
	1089707293.0	125.72	3	
	647252768.0	125.72	3	
	876194573.7	125.72	3	
	1067690321.0	125.72	3	
	1501633831.0	125.72	3	
	1064996815.0	125.72	3	
	906331681.0	125.72	3	
	764085148.3	125.72	3	
	830465738.8	125.72	3	
	744491350.0	125.72	3	
	920469380.2	125.72	3	
	564414249.1	125.72	3	
	805847574.9	125.72	3	
	1039017448.0	125.72	3	
	736660809.3	125.72	3	
	590425203.4	125.72	3	
	751213880.4	125.72	3	
	611304080.6	125.72	3	
	760116442.4	125.72	3	
	787514165.9	125.72	3	
	1472227720.0	125.72	3	
	870277690.3	125.72	3	
	1049078809.0	125.72	3	
	763482890.9	125.72	3	
	1259612565.0	125.72	3	
	801270786.5	125.72	3	
	773728149.5	125.72	3	
	758284336.1	125.72	3	
	930291679.1	125.72	3	
	993537793.3	125.72	3	
	1042073694.0	125.72	3	
	1027791383.0	125.72	3	
	850772944.0	125.72	3	
	914294127.4	125.72	3	
	847476224.1	125.72	3	
	921667103.7	125.72	3	
	836669519.9	125.72	3	
	691546323.1	125.72	3	
	741254578.0	125.72	3	
	665519380.3	125.72	3	
	970344918.2	125.72	3	
	886996354.6	125.72	3	
	1027916652.0	125.72	3	
	701315910.1	125.72	3	
	1467145238.0	125.72	3	
	758282820.8	125.72	3	
	915538859.8	125.72	3	
	1382206590.0	125.72	3	
	678978342.0	125.72	3	
	925414701.6	125.72	3	
	1061363666.0	125.72	3	
	1059590609.0	125.72	3	
	1508899972.0	125.72	3	
	758986890.2	125.72	3	
	646706464.9	125.72	3	
	938230705.4	125.72	3	
	785407873.8	125.72	3	
	821516639.1	125.72	3	
	707970907.4	125.72	3	
	1498025779.0	125.72	3	
	1060190536.0	125.72	3	
	1397983627.0	125.72	3	
	1110408281.0	125.72	3	
	968276382.7	125.72	3	
	644465724.3	125.72	3	
	717382224.0	125.72	3	
	971770134.6	125.72	3	
	967284531.6	125.72	3	
	706702998.7	125.72	3	
	786676147.6	125.72	3	
	686959795.5	125.72	5	
	646933886.4	125.72	5	
	642595380.2	125.72	5	
	715479551.3	125.72	5	
	584362262.5	125.72	5	
	591779041.8	125.72	5	
	584572768.9	125.72	5	
	471487366.9	125.72	5	
	578678262.3	125.72	5	
	569560048.4	125.72	5	
	608613732.1	125.72	5	
	617671604.9	125.72	5	
	618599098.7	125.72	5	
	614833494.5	125.72	5	
	525401551.8	125.72	5	
	645648573.7	125.72	5	
	611980169.2	125.72	5	
	635533299.7	125.72	5	
	569397563.8	125.72	5	
	573570896.1	125.72	5	
	542872668.6	125.72	5	
	646888540.4	125.72	5	
	599843204.8	125.72	5	
	590466338.5	125.72	5	
	784963767.4	125.72	5	
	494180647.6	125.72	5	
	463797611.2	125.72	5	
	489344129.8	125.72	5	
	609215459.4	125.72	5	
	438889607.7	125.72	5	
	657141235.7	125.72	5	
	617288273.5	125.72	5	
	548676137.3	125.72	5	
	618192262.8	125.72	5	
	673742322.3	125.72	5	
	683730162.3	125.72	5	
	623934719.0	125.72	5	
	530483296.6	125.72	5	
	562118978.1	125.72	5	
	532295641.8	125.72	5	
	582839322.3	125.72	5	
	570505706.2	125.72	5	
	575340550.5	125.72	5	
	550646244.7	125.72	5	
	588428857.1	125.72	5	
	457572829.0	125.72	5	
	616428710.2	125.72	5	
	533392635.4	125.72	5	
	491777804.8	125.72	5	
	660990594.7	125.72	5	
	643536943.6	125.72	5	
	585190624.6	125.72	5	
	621028984.9	125.72	5	
	644050927.2	125.72	5	
	647736877.0	125.72	5	
	854973349.1	125.72	5	
	579889801.5	125.72	5	
	495564766.7	125.72	5	
	559337037.4	125.72	5	
	808000352.4	125.72	5	
	614446010.9	125.72	5	
	543339419.4	125.72	5	
	696508726.3	125.72	5	
	564725608.3	125.72	5	
	578984765.2	125.72	5	
	790550058.8	125.72	5	
	478866298.3	125.72	5	
	500730348.1	125.72	5	
	554988211.6	125.72	5	
	439800714.4	125.72	5	
	849947159.9	125.72	5	
	480171525.0	125.72	5	
	645159140.4	125.72	5	
	498731826.7	125.72	5	
	605033970.6	125.72	5	
	445820980.9	125.72	5	
	602423876.8	125.72	5	
	487572634.8	125.72	5	
	466413327.0	125.72	5	
	599770090.8	125.72	5	
	321150094.4	125.72	11	
	328929523.8	125.72	11	
	244317534.1	125.72	11	
	321454270.2	125.72	11	
	328433136.8	125.72	11	
	250331751.4	125.72	11	
	299639081.3	125.72	11	
	309596170.7	125.72	11	
	277133771.4	125.72	11	
	271827076.2	125.72	11	
	289961008.1	125.72	11	
	298810151.7	125.72	11	
	260626559.1	125.72	11	
	287804194.5	125.72	11	
	243864887.5	125.72	11	
	259642983.8	125.72	11	
	328919920.0	125.72	11	
	276139028.8	125.72	11	
	326691415.6	125.72	11	
	244101052.5	125.72	11	
	335296781.4	125.72	11	
	276735923.5	125.72	11	
	319135976.7	125.72	11	
	332111102.0	125.72	11	
	287717417.4	125.72	11	
	320759686.4	125.72	11	
	312046441.3	125.72	11	
	312149047.3	125.72	11	
	317354392.3	125.72	11	
	259456118.9	125.72	11	
	290754281.6	125.72	11	
	310123475.0	125.72	11	
	303709684.2	125.72	11	
	311568328.9	125.72	11	
	305930026.5	125.72	11	
	287966661.9	125.72	11	
	240213975.7	125.72	11	
	361732466.4	125.72	11	
	335104912.6	125.72	11	
	320275671.8	125.72	11	
	38291261.48	125.72	101	
	32852315.76	125.72	101	
	33810748.47	125.72	101	
	34174830.47	125.72	101	
	34007319.23	125.72	101	
	33423138.45	125.72	101	
	35184344.8	125.72	101	
	32833384.87	125.72	101	
	33599920.95	125.72	101	
	33651572.41	125.72	101	
	32809847.6	125.72	101	
	32682811.12	125.72	101	
	33732561.77	125.72	101	
	31909991.03	125.72	101	
	32477188.65	125.72	101	
	33375530.48	125.72	101	
	33059510.78	125.72	101	
	33771468.69	125.72	101	
	33085184.55	125.72	101	
	35634901.51	125.72	101	
	1359668182.0	-24.74	3	
	1259629859.0	-24.74	3	
	1361472719.0	-24.74	3	
	1374017456.0	-24.74	3	
	852607879.1	-24.74	3	
	1001412793.0	-24.74	3	
	1654811096.0	-24.74	3	
	1001866357.0	-24.74	3	
	1011863924.0	-24.74	3	
	857526817.1	-24.74	3	
	1201757929.0	-24.74	3	
	1260879714.0	-24.74	3	
	1287575837.0	-24.74	3	
	1051728838.0	-24.74	3	
	1205865758.0	-24.74	3	
	796103146.6	-24.74	3	
	1848610205.0	-24.74	3	
	828575735.7	-24.74	3	
	1095581555.0	-24.74	3	
	1008614930.0	-24.74	3	
	1180399497.0	-24.74	3	
	974470479.0	-24.74	3	
	1360376916.0	-24.74	3	
	929997916.8	-24.74	3	
